rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	15		サトノユニゾン	セ5	57.0		マーフィ	1:11.8		3-3	37.6	2.1	1	494	0		古賀慎明		サトミホースカンパニー	760.0
2	8	16		エヌワイパフューム	牝4	54.0		大野拓弥	1:12.1	2.0	6-6	37.6	19.9	7	520	22		武井亮		サンアンドコム	300.0
3	5	10		アポロチーター	牡4	56.0		木幡巧也	1:12.1	ハナ	1-1	38.1	5.2	2	526	12		岩戸孝樹		アポロサラブレッドクラブ	190.0
4	2	3		ヒロミ	牡5	57.0		西田雄一	1:12.2	クビ	12-12	37.0	31.1	8	502	-2		加藤士津		了徳寺健二ホールディングス	110.0
5	7	13		ナムラアイアイサー	牡4	54.0		菅原明良	1:12.2	クビ	9-10	37.3	10.1	6	482	12		武市康男		奈村睦弘	76.0
6	2	4		タマモキャペリン	牝4	54.0		武藤雅	1:12.2	アタマ	7-7	37.5	33.5	9	460	-2		水野貴広		タマモ	
7	1	2		アマデウス	牡4	53.0		藤田菜七	1:12.3	クビ	3-4	38.1	7.8	3	466	2		久保田貴		中西純穂	
8	1	1		ナイスプリンセス	牝4	54.0		丸田恭介	1:12.4	1/2	9-10	37.5	10.0	5	460	6		石栗龍彦		田畑利彦	
9	4	8		ゴールドクロス	牡5	57.0		丸山元気	1:13.0	3.1/2	2-2	38.9	8.7	4	498	16		小西一男		河内孝夫	
10	3	6		スリーミネルバ	牝6	53.0		木幡育也	1:13.1	3/4	8-8	38.3	459.2	16	452	4		柄崎孝		永井商事	
11	7	14		ヴィーヴルサヴィ	セ5	57.0		丹内祐次	1:13.1	ハナ	3-4	38.9	116.8	11	504	6		林徹		ライオンレースホース	
12	6	12		チバタリアン	牝4	54.0		石川裕紀	1:13.2	1/2	9-8	38.3	223.3	13	426	-2		稲垣幸雄		井上久光	
13	3	5		エナグリン	牡5	57.0		横山武史	1:13.2	アタマ	12-13	38.0	73.8	10	490	18		伊藤大士		宮原廣伸	
14	6	11		マサノシーザー	牡7	56.0		野中悠太	1:13.3	1/2	16-16	37.4	328.5	14	492	8		清水英克		猪野毛雅人	
15	4	7		ゲンパチカナ	牝4	54.0		岩部純二	1:13.5	1.1/4	14-14	37.9	332.7	15	452	6		萱野浩二		平野武志	
16	5	9		ロマンスガッサン	牝5	55.0		津村明秀	1:13.6	1/2	14-14	37.9	117.2	12	508	26		鈴木伸尋		西村專次	
