rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	13		キープオンゴーイン	牝3	54.0		三浦皇成	1:35.5		2-2-2	35.0	2.5	1	486	-6		国枝栄		飯田正剛	500.0
2	5	10		エスタジ	牝3	54.0		石橋脩	1:36.0	3.0	3-3-3	35.4	3.3	2	440	0		木村哲也		吉田勝己	200.0
3	1	1		ゴールデンゾーン	牡3	53.0		藤田菜七	1:36.2	1.1/4	6-4-4	35.5	5.3	3	484	-2		相沢郁		星野祐介	130.0
4	8	16		パラレルキャリア	牝3	54.0		西村太一	1:36.5	1.3/4	15-11-9	35.1	31.0	7	436	0		加藤征弘		社台レースホース	75.0
5	4	8		ディオミーオ	牝3	54.0		柴田大知	1:36.5	ハナ	13-9-8	35.3	152.4	13	472	10		和田雄二		サラブレッドクラブ・ラフィアン	50.0
6	2	3		ベルキューティ	牝3	53.0		武藤雅	1:36.6	1/2	10-11-11	35.1	5.5	4	418	-4		田村康仁		子安裕樹	
7	4	7		ショウナンサジン	牡3	56.0		柴山雄一	1:36.6	アタマ	6-6-5	35.6	68.4	9	472	0		田中剛		国本哲秀	
8	6	11		サトノプロミネント	セ3	56.0		内田博幸	1:36.6	クビ	3-4-5	35.8	22.6	5	448	2		的場均		サトミホースカンパニー	
9	8	15		パドゥバスク	牝3	53.0		川又賢治	1:36.8	1.0	1-1-1	36.4	116.2	12	494	-6		本間忍		小林弘明	
10	2	4		ギニー	牡3	56.0		田中勝春	1:37.4	3.1/2	13-14-13	35.7	34.1	8	494	-6		菊川正達		中村祐子	
11	7	14		エンパワーメント	セ3	54.0		野中悠太	1:37.4	ハナ	6-9-9	36.2	107.7	11	442	10		黒岩陽一		吉田照哉	
12	3	6		シゲルカイヤナイト	牝3	54.0		黛弘人	1:37.6	1.1/4	6-6-7	36.6	84.2	10	406	-6		中野栄治		森中蕃	
13	6	12		ラテルネラ	牝3	51.0		菅原明良	1:37.7	1/2	11-14-16	36.0	30.9	6	430	0		高木登		一村哲也	
14	1	2		シングンジゼル	牝3	54.0		武士沢友	1:37.7	アタマ	16-16-15	35.9	163.8	14	416	0		高市圭二		伊坂重憲	
15	3	5		ファウラー	牡3	56.0		嶋田純次	1:38.3	3.1/2	11-11-13	36.8	273.7	15	464	12		加藤和宏		永見貴昭	
16	5	9		ヒノキブタイ	牡3	53.0		木幡育也	1:39.2	5.0	3-6-11	38.2	388.6	16	536	4		石栗龍彦		江川伸夫	
