rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	16		トウカイエトワール	牡3	56.0		マーフィ	1:11.7		4-4	37.3	8.0	4	496	0		安田隆行		内村正則	730.0
2	7	13		ムーランアンディゴ	牡3	56.0		石橋脩	1:11.9	1.1/2	13-12	36.5	7.5	3	484	18		田中博康		村上卓史	290.0
3	5	10		インウィクトス	牡3	56.0		丸山元気	1:12.0	3/4	10-9	36.9	27.9	8	464	14		小桧山悟		加藤厚子	180.0
4	1	1		プレストレジェーロ	牝3	54.0		木幡巧也	1:12.1	クビ	1-1	38.1	23.3	7	432	2		尾形和幸		米津佳昭	110.0
5	7	14		タイニーベイビー	牡3	56.0		津村明秀	1:12.1	アタマ	8-8	37.3	13.2	5	440	-2		松山将樹		山口裕介	73.0
6	1	2		レムリアンシード	牡3	56.0		武藤雅	1:12.3	1.1/4	6-5	37.7	390.9	16	446	0		武藤善則		田頭勇貴	
7	8	15		デルマサファイア	牝3	53.0		菊沢一樹	1:12.3	ハナ	2-2	38.2	54.9	10	470	-2		菊沢隆徳		浅沼廣幸	
8	6	12		オーロラテソーロ	牡3	56.0		大野拓弥	1:12.3	クビ	10-11	37.2	1.8	1	490	4		畠山吉宏		了徳寺健二ホールディングス	
9	5	9		ニシノミンクス	牝3	54.0		内田博幸	1:12.4	3/4	15-15	36.8	34.9	9	460	8		伊藤圭三		西山茂行	
10	3	6		メモワールミノル	牡3	56.0		田辺裕信	1:12.5	1/2	6-5	37.8	18.9	6	458	-8		中舘英二		吉岡實	
11	2	3		ビブショウ	牝3	54.0		石川裕紀	1:12.6	3/4	16-16	36.7	185.3	13	400	-4		相沢郁		河内孝夫	
12	3	5		ストレガ	牝3	54.0		吉田豊	1:13.2	3.1/2	13-12	37.8	362.1	15	454	-16		浅野洋一		清川信弘	
13	6	11		スピーニディローザ	牝3	52.0		木幡育也	1:13.3	1/2	10-12	38.2	263.1	14	442	2		大江原哲		矢野秀春	
14	4	8		コパノライダー	牡3	55.0		野中悠太	1:13.6	2.0	4-5	39.1	61.1	11	456	6		斎藤誠		小林照弘	
15	2	4		コパノキャリー	牝3	54.0		松山弘平	1:13.9	1.1/2	8-9	39.1	105.8	12	416	2		和田勇介		小林祥晃	
16	4	7		ピシュマニエ	牝3	54.0		ルメール	1:15.4	9.0	2-2	41.3	5.9	2	454	0		田中清隆		嶋田賢	
