rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	5		ゴルトマイスター	牡3	55.0		武藤雅	1:52.9		6-6-3-2	37.4	2.8	1	564	0		手塚貴久		ヒダカ・ブリーダーズ・ユニオン	1,849.4
2	7	10		リワードアンヴァル	牡3	55.0		三浦皇成	1:53.1	1.1/2	1-1-1-1	38.0	3.6	2	514	8		藤原辰雄		宮崎冴子	738.4
3	7	11		エムオーグリッタ	牡5	55.0		津村明秀	1:53.4	1.1/2	5-4-2-2	38.1	7.5	3	494	2		古賀慎明		大浅貢	464.2
4	3	3		マイネルアンファン	牡4	53.0		丹内祐次	1:53.6	1.0	12-12-11-7	37.3	23.1	7	522	8		和田正一		サラブレッドクラブ・ラフィアン	270.0
5	5	7		タガノファジョーロ	牡3	54.0		鮫島良太	1:53.9	1.3/4	10-10-11-12	37.6	15.1	6	454	-4		角田晃一		八木良司	182.0
6	5	6		グラスブルース	牡5	55.0		木幡巧也	1:53.9	クビ	7-7-9-10	37.8	9.5	5	522	4		牧光二		半沢	
7	1	1		フクサンローズ	牝5	52.0		野中悠太	1:53.9	クビ	3-3-6-5	38.0	7.7	4	452	-8		小西一男		小沼博	
8	8	13		ビービーガウディ	牡5	54.0		田辺裕信	1:53.9	ハナ	10-11-9-8	37.7	39.4	10	484	6		久保田貴		坂東牧場	
9	8	12		メガオパールカフェ	牡8	52.0		内田博幸	1:54.1	1.1/4	9-9-8-8	38.1	130.5	13	542	4		和田勇介		西川光一	
10	6	8		マイネルツァイト	牡5	53.0		柴田大知	1:54.2	1/2	7-7-5-5	38.4	71.0	12	508	2		大和田成		サラブレッドクラブ・ラフィアン	
11	4	4		ラスティユース	牡4	53.0		田中勝春	1:54.8	3.1/2	2-2-3-4	39.2	25.2	8	496	0		松永康利		小林竜太郎	
12	6	9		スピーディクール	セ5	55.0		横山典弘	1:55.1	2.0	13-13-13-13	38.4	26.1	9	484	0		石栗龍彦		ライオンレースホース	
13	2	2		グッドラックサマー	牡5	54.0		菅原明良	1:55.9	5.0	3-4-6-10	40.0	52.5	11	550	4		尾形和幸		澤田孝之	
