rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	8		ブランメジェール	牝5	55.0		大野拓弥	1:10.6		3-2	36.9	4.9	2	476	-4		高木登		ノルマンディーサラブレッドレーシング	750.0
2	4	5		スズノフブキ	セ5	57.0		武士沢友	1:10.7	1/2	5-5	36.7	11.1	6	482	4		高橋裕		小紫嘉之	300.0
3	7	10		スポーカンテソーロ	牝3	52.0		武藤雅	1:10.8	3/4	2-2	37.2	2.8	1	518	2		加藤士津		了徳寺健二ホールディングス	190.0
4	5	6		ディナミーデン	牡4	57.0		田辺裕信	1:10.8	アタマ	10-11	36.3	17.0	7	472	4		田島俊明		ライオンレースホース	110.0
5	7	11		ステラストラータ	セ4	55.0		木幡育也	1:10.8	クビ	6-6	36.6	34.2	10	462	2		大江原哲		岡田牧雄	75.0
6	1	1		チェルシーライオン	牡3	55.0		吉田隼人	1:10.9	クビ	6-6	36.8	18.4	8	480	2		矢作芳人		ライオンレースホース	
7	3	3		ザベストエバー	牡5	57.0		内田博幸	1:11.2	2.0	3-4	37.5	8.4	5	460	-2		武井亮		古賀慎一	
8	8	13		トモジャドット	牡3	55.0		津村明秀	1:11.2	アタマ	1-1	37.7	6.1	3	546	6		小笠倫弘		吉冨朝美	
9	6	9		カウムディー	牝3	53.0		木幡初也	1:11.7	3.0	12-12	37.1	177.4	13	460	-2		小桧山悟		加藤徹	
10	5	7		ダンホーキラー	牡3	55.0		三浦皇成	1:11.7	ハナ	6-6	37.6	7.5	4	448	10		鹿戸雄一		ドラゴンヒルズホースクラブ	
11	8	12		タカラチーター	牡3	52.0		菅原明良	1:11.8	クビ	10-9	37.4	174.2	12	450	-6		藤原辰雄		村山義男	
12	2	2		ノボオリエンス	牝3	52.0		横山武史	1:12.1	2.0	13-12	37.4	30.6	9	464	2		尾関知人		ＬＳ．Ｍ	
13	4	4		ケンブリッジビット	牝4	55.0		井上敏樹	1:12.2	1/2	9-9	37.9	105.5	11	472	4		高橋義博		中西宏彰	
