rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	15		セレンディピア	牡3	56.0		田辺裕信	1:12.5		3-3	37.7	10.4	6	462	4		尾形和幸		ノルマンディーサラブレッドレーシング	510.0
2	2	3		スズカキングボス	牡3	56.0		内田博幸	1:12.6	1/2	1-1	38.1	3.5	1	466	8		田中剛		永井啓弍	200.0
3	4	8		コウユーユメヲノセ	牡3	53.0		藤田菜七	1:13.0	2.1/2	2-2	38.4	17.1	8	492	0		竹内正洋		加治屋貞光	130.0
4	5	10		グランドストローク	牡3	56.0		武藤雅	1:13.4	2.1/2	7-8	38.1	25.4	9	448	2		水野貴広		コスモヴューファーム	77.0
5	6	12		エストラード	牡3	56.0		江田照男	1:13.4	ハナ	4-5	38.3	7.2	4	476	14		武市康男		島川隆哉	51.0
6	4	7		カガジャスティス	牡3	56.0		大野拓弥	1:13.6	1.1/2	11-11	37.9	13.1	7	514	10		萱野浩二		香川憲次	
7	1	1		ショーショーショー	牡3	56.0		津村明秀	1:13.7	クビ	4-4	38.7	7.1	3	524	-2		鈴木伸尋		吉冨学	
8	2	4		フィーユレヴーズ	牝3	54.0		ルメール	1:13.7	クビ	7-6	38.5	3.9	2	440	0		斎藤誠		小田吉男	
9	7	13		タイセイプルミエ	牝3	54.0		西田雄一	1:13.9	1.0	7-8	38.6	36.0	10	470	2		青木孝文		田中成奉	
10	8	16		シルバーウェーブ	牡3	56.0		武士沢友	1:14.7	5.0	13-13	38.9	340.2	13	440	-6		星野忍		新井原博	
11	7	14		サンマルジョオー	牝3	51.0		小林凌大	1:14.9	1.1/4	10-10	39.5	361.1	15	402	10		佐藤吉勝		相馬勇	
12	6	11		ヴァンタンジェンヌ	牝3	54.0		勝浦正樹	1:15.0	クビ	14-13	39.0	406.2	16	390	-6		柄崎孝		村田滋	
13	3	5		コモ	牝3	54.0		柴山雄一	1:15.9	5.0	15-15	39.6	278.0	12	448	0		佐藤吉勝		永山勝敏	
14	5	9		クワトロチェント	牡3	56.0		丸山元気	1:16.0	1/2	4-6	41.0	8.3	5	478	-6		新開幸一		サンデーレーシング	
15	3	6		デンタルウイッシュ	牝3	53.0		菊沢一樹	1:16.0	ハナ	11-11	40.4	342.9	14	424	2		浅野洋一		安田光則	
16	1	2		アマゾンクルーズ	牡3	56.0		石川裕紀	1:20.2	大	16-16	42.1	228.6	11	522	8		小笠倫弘		丸山担	
