rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	3		シャワークライム	牝3	54.0		Ｍ．デム	1:48.9		14-14-14-6	35.1	2.5	1	430	0		田中剛		吉田照哉	500.0
2	3	5		キープオンゴーイン	牝3	54.0		浜中俊	1:49.0	3/4	1-1-1-1	36.5	6.4	3	492	-6		国枝栄		飯田正剛	200.0
3	8	16		ラヴィンジャー	牝3	52.0		野中悠太	1:49.3	1.3/4	3-3-3-2	36.5	49.8	9	426	-6		小島茂之		丸山担	130.0
4	7	13		カナロアガール	牝3	54.0		戸崎圭太	1:49.4	3/4	15-15-15-12	35.3	4.6	2	458	-2		田村康仁		広尾レース	75.0
5	5	9		メイオール	牝3	54.0		三浦皇成	1:49.7	1.3/4	5-6-5-4	36.8	9.0	6	448	-6		岩戸孝樹		千明牧場	50.0
6	5	10		マルニ	牝3	54.0		石橋脩	1:49.7	クビ	11-11-11-12	36.2	7.6	4	430	0		堀宣行		シルクレーシング	
7	1	2		メルキュール	牝3	53.0		武藤雅	1:49.8	クビ	5-3-3-4	37.0	23.9	7	460	2		戸田博文		キャロットファーム	
8	2	4		フラドタイド	牝3	54.0		大野拓弥	1:49.8	アタマ	13-11-11-12	36.3	40.1	8	434	-6		矢野英一		藤田在子	
9	6	11		クリムゾンスター	牝3	54.0		ルメール	1:50.0	1.1/4	11-11-11-10	36.5	8.3	5	432	2		手塚貴久		Ｎ．ウェレット	
10	3	6		プリマヴェージ	牝3	54.0		松岡正海	1:50.1	1/2	8-8-8-8	36.8	210.1	14	496	6		粕谷昌央		手嶋康雄	
11	7	14		ラヴィングウェイ	牝3	53.0		木幡巧也	1:50.2	3/4	8-9-8-6	36.9	112.5	11	462	-4		田中剛		ゴドルフィン	
12	1	1		キラステラ	牝3	54.0		柴田善臣	1:50.3	1/2	16-16-16-16	36.1	126.0	12	458	0		高木登		桜井牧場	
13	4	8		ミヤビペルラ	牝3	54.0		吉田豊	1:50.4	1/2	3-5-6-8	37.4	138.6	13	438	10		高橋文雅		村上義勝	
14	8	15		レコルダーレ	牝3	54.0		ミナリク	1:50.6	1.1/4	2-2-2-2	38.0	71.6	10	406	-16		畠山吉宏		グリーンファーム	
15	4	7		ベイオブレインボー	牝3	54.0		勝浦正樹	1:50.9	2.0	10-9-8-10	37.6	294.9	15	482	6		中野栄治		飯田政子	
16	6	12		シングングレース	牝3	54.0		武士沢友	1:52.3	9.0	5-6-6-15	39.2	527.1	16	430	6		大江原哲		伊坂重憲	
