rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	6		ウインイクシード	牡5	57.0		松岡正海	1:49.9		2-2-2-2	35.8	2.1	1	492	-2		鈴木伸尋		ウイン	1,525.2
2	5	5		ケルフロイデ	牡6	57.0		ミナリク	1:50.3	2.1/2	3-3-4-4	35.9	6.1	3	500	0		加藤征弘		キャロットファーム	607.2
3	3	3		エフティスパークル	牡6	57.0		蛯名正義	1:50.3	ハナ	7-7-4-4	35.9	13.2	6	464	2		鹿戸雄一		吉野英子	383.6
4	4	4		ロードプレミアム	牡6	57.0		三浦皇成	1:50.3	クビ	8-8-7-7	35.6	5.6	2	502	-4		斎藤誠		ロードホースクラブ	230.0
5	1	1		フォワードカフェ	牡7	57.0		内田博幸	1:50.4	クビ	11-11-10-8	35.4	18.6	7	530	-6		和田勇介		西川恭子	75.0
5	7	8		セガールモチンモク	セ5	57.0		宮崎北斗	1:50.4	同着	5-5-4-2	36.0	114.0	8	492	0		粕谷昌央		小田切有一	75.0
7	8	11		キングスヴァリュー	牡4	57.0		津村明秀	1:50.5	3/4	3-3-3-6	36.2	6.7	4	496	-6		国枝栄		シルクレーシング	
8	6	7		マイネルズイーガー	牡5	57.0		丹内祐次	1:50.5	アタマ	1-1-1-1	36.5	7.3	5	510	0		武藤善則		サラブレッドクラブ・ラフィアン	
9	7	9		フィールドシャルム	牡6	57.0		田中勝春	1:51.0	3.0	8-8-7-9	36.2	140.6	9	492	2		土田稔		岡浩二	
10	2	2		コスモアルヘナ	牡7	57.0		柴田大知	1:51.3	1.3/4	10-10-10-9	36.3	180.3	10	480	0		武市康男		ビッグレッドファーム	
11	8	10		スワンボート	牡9	57.0		菊沢一樹	1:52.2	5.0	6-6-9-11	37.3	354.5	11	476	8		浅野洋一		田頭勇貴	
