rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	10		トロワゼトワル	牝4	52.0		横山典弘	1:30.3		1-1-1	34.9	7.2	4	462	-4		安田隆行		社台レースホース	3,957.4
2	6	11		ディメンシオン	牝5	53.0		北村宏司	1:30.9	3.1/2	2-3-3	34.2	9.4	5	454	-8		藤原英昭		広尾レース	1,616.4
3	1	2		ジャンダルム	牡4	55.0		藤井勘一	1:30.9	クビ	4-3-3	34.2	28.2	10	500	-6		池江泰寿		前田幸治	988.2
4	2	3		カルヴァリオ	セ6	53.0		黛弘人	1:31.0	1/2	8-7-5	33.9	276.2	15	478	-4		大竹正博		ノルマンディーサラブレッドレーシング	590.0
5	1	1		プロディガルサン	牡6	55.0		三浦皇成	1:31.0	アタマ	13-13-12	33.5	6.8	3	510	-4		国枝栄		金子真人ホールディングス	390.0
6	3	5		ストーミーシー	牡6	56.0		大野拓弥	1:31.1	1/2	11-10-9	33.8	19.6	8	536	-2		斎藤誠		ミルファーム	
7	2	4		クリノガウディー	牡3	54.0		戸崎圭太	1:31.2	1/2	5-7-9	34.1	4.5	2	480	0		藤沢則雄		栗本博晴	
8	4	7		ロードクエスト	牡6	57.0		Ｍ．デム	1:31.3	クビ	13-10-9	33.9	9.7	6	460	-2		小島茂之		ロードホースクラブ	
9	3	6		ヒーズインラブ	牡6	56.0		内田博幸	1:31.3	クビ	11-13-13	33.8	101.5	12	528	2		藤岡健一		シルクレーシング	
10	7	14		レインボーフラッグ	牡6	54.0		丸山元気	1:31.4	クビ	15-15-15	33.3	133.5	14	452	-8		小崎憲		グリーンファーム	
11	5	9		グルーヴィット	牡3	55.0		松山弘平	1:31.5	1/2	5-5-5	34.6	4.0	1	494	4		松永幹夫		キャロットファーム	
12	8	16		キャプテンペリー	セ6	54.0		津村明秀	1:31.6	1/2	8-7-5	34.5	108.0	13	490	-6		岩戸孝樹		千明牧場	
13	7	13		プールヴィル	牝3	52.0		秋山真一	1:31.6	クビ	2-2-2	35.2	9.8	7	416	4		庄野靖志		吉田照哉	
14	4	8		フローレスマジック	牝5	53.0		石橋脩	1:31.7	クビ	16-15-15	33.6	27.1	9	472	-6		木村哲也		サンデーレーシング	
15	6	12		ヤングマンパワー	牡7	55.0		嶋田純次	1:32.5	5.0	10-10-13	35.2	290.0	16	534	-4		手塚貴久		星野壽市	
16	8	15		ハーレムライン	牝4	53.0		木幡巧也	1:32.5	アタマ	5-5-5	35.6	30.3	11	472	-8		田中清隆		吉田千津	
