rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	5		エンダウメント	牡3	55.0		ビュイッ	2:34.9		2-2-2-2	38.2	3.5	1	498	-2		角田晃一		ゴドルフィン	1,535.7
2	1	1		リキサンダイオー	牡6	57.0		横山和生	2:35.2	2.0	1-1-1-1	38.6	34.7	11	464	6		奥平雅士		ハイパワー商事	610.2
3	3	6		アイファーキングズ	牡3	55.0		丸山元気	2:35.6	2.1/2	3-2-4-3	38.7	4.2	2	504	6		鮫島一歩		中島稔	385.1
4	7	14		ベルウッドカザン	牡3	55.0		黛弘人	2:35.7	1/2	9-10-12-12	37.9	20.4	9	500	6		和田雄二		鈴木照雄	230.0
5	1	2		ネコマヒカ	牡4	57.0		内田博幸	2:35.9	1.1/2	3-4-5-3	38.9	34.1	10	524	-4		山内研二		節英司	150.0
6	5	10		ジャカンドジョー	牡5	57.0		北村宏司	2:36.1	1.1/4	9-9-9-6	38.8	41.1	12	468	4		田中剛		井上一郎	
7	6	12		ミラクルヒッター	牡4	57.0		田中勝春	2:36.2	1/2	11-12-12-12	38.5	68.6	14	506	12		菊川正達		丸岡啓一	
8	7	13		イルフォーコン	牡6	57.0		田辺裕信	2:36.3	クビ	15-15-14-14	38.3	5.7	3	468	8		武市康男		Ｈ．ＦＡｓｓｏｃｉａｔｉｏｎ	
9	6	11		シップーコウライ	牡7	57.0		津村明秀	2:36.4	3/4	13-13-10-9	38.8	60.1	13	486	12		野中賢二		ヌデ嶋孝司	
10	4	7		マスラオ	セ5	57.0		武藤雅	2:37.0	3.1/2	14-14-14-14	38.9	108.7	15	460	22		金成貴史		Ｇリビエール・レーシング	
11	8	16		ペイシャリサ	牝5	55.0		吉田豊	2:37.0	ハナ	16-16-16-16	38.7	263.2	16	502	2		高橋義博		北所直人	
12	4	8		フィールオーケー	牡3	55.0		蛯名正義	2:37.2	1.0	12-10-7-7	40.0	15.6	6	474	4		水野貴広		吉田千津	
13	2	3		テーオーダンケルク	牡3	55.0		石橋脩	2:37.3	1/2	5-4-7-9	40.1	10.5	5	482	10		高柳大輔		小笹公也	
14	8	15		サトノディード	セ4	57.0		Ｍ．デム	2:37.9	4.0	8-7-2-5	41.2	20.2	8	494	-16		国枝栄		サトミホースカンパニー	
15	2	4		ゲンパチカイナル	牡4	57.0		大野拓弥	2:38.6	4.0	6-7-10-9	41.1	8.3	4	486	10		田村康仁		平野武志	
16	5	9		カフェプリンス	牡3	55.0		松岡正海	2:38.7	1/2	6-6-5-7	41.7	17.5	7	504	-4		中舘英二		西川恭子	
