rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	8		ローリエテソーロ	牡3	55.0		武藤雅	1:56.4		11-11-9-6	39.0	7.1	3	514	-6		高木登		了徳寺健二ホールディングス	500.0
2	8	12		クロヒョウ	牡3	56.0		田辺裕信	1:56.4	クビ	13-13-13-10	38.2	52.7	9	474	0		小西一男		河内孝夫	200.0
3	5	6		エストレラブランコ	牡3	56.0		大野拓弥	1:56.5	1/2	4-4-8-6	39.2	13.9	5	428	0		松山将樹		ディアレストクラブ	130.0
4	8	13		トラストシンゲン	牡3	53.0		菅原明良	1:56.6	1/2	7-7-3-2	39.6	7.4	4	506	-2		高木登		菅波雅巳	75.0
5	7	11		ペイシャジュエル	牡3	54.0		野中悠太	1:56.9	2.0	8-9-3-2	39.8	1.8	1	470	0		松永康利		北所直人	50.0
6	4	4		キャストロット	牡3	56.0		三浦皇成	1:57.7	5.0	4-4-3-5	40.6	4.2	2	506	-2		中川公成		多田賢司	
7	6	9		シャイナ	牝3	54.0		嘉藤貴行	1:58.2	3.0	8-7-9-8	40.8	438.4	13	440	0		青木孝文		吉野智博	
8	4	5		ドラゴンエナジー	牡3	56.0		伴啓太	1:58.9	4.0	3-3-2-2	42.0	26.9	6	458	0		大江原哲		田頭勇貴	
9	5	7		ラウズアップ	牡3	56.0		岩部純二	1:59.0	3/4	10-10-11-10	41.5	353.7	12	414	6		萱野浩二		田頭勇貴	
10	7	10		ストロングヘヴン	牡3	56.0		西村太一	1:59.0	ハナ	4-4-3-8	42.0	41.5	8	524	0		松永康利		天堀忠博	
11	2	2		テイエムアラタカ	牡3	56.0		武士沢友	1:59.5	3.0	12-12-12-13	41.5	334.8	11	454	0		石栗龍彦		竹園正繼	
12	3	3		フィナルタ	牝3	54.0		丹内祐次	2:00.0	3.0	2-2-3-10	43.0	64.4	10	426	0		牧光二		石瀬浩三	
13	1	1		ギニー	牡3	56.0		田中勝春	2:00.1	1/2	1-1-1-1	43.2	36.9	7	490	-4		菊川正達		中村祐子	
